people,images,n_neighbors,duration
8,6,1,20.948476112000208
8,6,2,20.921038796001085
8,6,3,20.905270823997853
8,6,4,20.904308436001884
8,6,5,20.911301207001088
8,6,6,20.90965222000159
8,6,7,20.92349396800273
8,6,8,20.950757180002256
8,6,9,20.926160315000743
8,7,1,24.382354962002864
8,7,2,24.40161922200059
8,7,3,24.36893846499879
8,7,4,24.400281666999945
8,7,5,24.415333756998734
8,7,6,24.446718762999808
8,7,7,24.441345423998428
8,7,8,24.396126620998984
8,7,9,24.369154383999557
8,8,1,27.89727149800092
8,8,2,27.8486990900019
8,8,3,27.849774821999745
8,8,4,27.83111947100042
8,8,5,27.88020846099971
8,8,6,27.836605354998028
8,8,7,27.828217487000074
8,8,8,27.822898290000012
8,8,9,27.83891400200082
8,9,1,31.359389280998585
8,9,2,31.376283046000026
8,9,3,31.35835240400047
8,9,4,31.388577032998
8,9,5,31.401206774000457
8,9,6,31.374094648999744
8,9,7,31.33761393900204
8,9,8,31.344856281997636
8,9,9,31.358192760999373
8,10,1,34.90960825699949
8,10,2,34.823380869001994
8,10,3,34.838062273000105
8,10,4,34.79666157199972
8,10,5,34.82437155900334
8,10,6,34.873745726999914
8,10,7,34.85394326899768
8,10,8,34.865887017000205
8,10,9,34.866613924001285
8,11,1,38.34847171000001
8,11,2,38.344458157996996
8,11,3,38.2940530449996
8,11,4,38.272686473999784
8,11,5,38.310705392003
8,11,6,38.27025581899943
8,11,7,38.299360944998625
8,11,8,38.31088803399689
8,11,9,38.27650927099967
8,12,1,41.83932818500034
8,12,2,41.76239818600152
8,12,3,41.8272267909997
8,12,4,41.79690809299791
8,12,5,41.7638832800003
8,12,6,41.726387121998414
8,12,7,41.75146180899901
8,12,8,57.02925338899877
8,12,9,53.19713891799984
8,13,1,54.96984187799899
8,13,2,55.61258468399683
8,13,3,54.920245346998854
8,13,4,54.366950734001875
8,13,5,54.48841882800116
8,13,6,52.31228797699805
8,13,7,48.47528049600078
8,13,8,53.331130283000675
8,13,9,56.22541959299997
8,14,1,61.14522648399725
8,14,2,57.49816714199915
8,14,3,60.479431395000574
8,14,4,69.44697498999813
8,14,5,54.990324957001576
8,14,6,61.89043603999744
8,14,7,59.967696032003005
8,14,8,66.25836269400315
8,14,9,65.3228638699984
8,15,1,63.55766408300042
8,15,2,84.53900187799809
8,15,3,88.89459996799997
8,15,4,89.18981993800116
8,15,5,86.71812471999874
8,15,6,85.13841397699798
8,15,7,89.84652547299993
8,15,8,91.01543573800154
8,15,9,90.35165590199904
9,1,1,5.091653460996895
9,1,2,5.1427720459978445
9,1,3,6.792568381999445
9,1,4,4.833489543001633
9,1,5,5.0521968950015435
9,1,6,4.897482395001134
9,1,7,5.0524881329984055
9,1,8,4.8958364949976385
9,1,9,5.1034043279978505
9,2,1,9.901292712998838
9,2,2,9.968912562999321
9,2,3,9.997004624998226
9,2,4,9.925425978999556
9,2,5,9.922393260996614
9,2,6,13.678269893000106
9,2,7,9.906040278001456
9,2,8,9.973880946999998
9,2,9,9.960376290000568
9,3,1,16.566491633002443
9,3,2,14.783091651999712
9,3,3,14.926334971998585
9,3,4,15.005067605998192
9,3,5,14.870769165001548
9,3,6,14.733970205998048
9,3,7,14.830755331997352
9,3,8,14.860900948999188
9,3,9,17.053636563003238
9,4,1,20.322965832998307
9,4,2,20.099070492000465
9,4,3,20.067713735003053
9,4,4,19.84003633300017
9,4,5,21.208153194998886
9,4,6,19.8681869059983
9,4,7,20.21897664000062
9,4,8,20.161179327002174
9,4,9,19.99103550399741
9,5,1,24.912961555997754
9,5,2,24.726028818000486
9,5,3,24.50015831700148
9,5,4,27.610360287999356
9,5,5,44.78969915600101
9,5,6,25.349481196997658
9,5,7,20.751070595000783
9,5,8,22.072595056000864
9,5,9,22.12731184199947
9,6,1,30.453485272999387
9,6,2,35.842927612000494
9,6,3,28.21938900999885
9,6,4,27.455710815000202
9,6,5,37.58391221900092
9,6,6,25.215970437999204
9,6,7,27.262630312998226
9,6,8,27.590720137999597
9,6,9,27.129765295998368
9,7,1,39.92931173800025
9,7,2,37.755253696999716
9,7,3,33.82973541600222
9,7,4,41.421786522998445
9,7,5,36.33154081199973
9,7,6,34.0566847379996
9,7,7,33.459635112001706
9,7,8,32.4888672959969
9,7,9,36.778497316998255
9,8,1,38.41735029999836
9,8,2,38.475088723000226
9,8,3,35.34193676400173
9,8,4,43.60077614400143
9,8,5,42.8913479010007
9,8,6,34.54394956000033
9,8,7,54.949355534998176
9,8,8,39.240013806000206
9,8,9,38.840443140998104
9,9,1,43.53309524999713
9,9,2,44.55077710800106
9,9,3,45.76827184099966
9,9,4,44.951274625000224
9,9,5,44.24051230999976
9,9,6,44.427262509001594
9,9,7,43.38573407399963
9,9,8,43.7253951849998
9,9,9,44.41473767400021
9,10,1,53.34704395800145
9,10,2,49.139958244999434
9,10,3,46.133890098997654
9,10,4,50.339984980000736
9,10,5,50.79232533499817
9,10,6,49.59426513899962
9,10,7,49.14327159300228
9,10,8,48.896735762999015
9,10,9,49.492459314998996
9,11,1,54.39948892400207
9,11,2,55.03361941499679
9,11,3,43.20964152099987
9,11,4,43.142000240000925
9,11,5,43.16860324599838
9,11,6,43.20745789599823
9,11,7,43.147957727000176
9,11,8,43.13056213600066
9,11,9,43.146707561001676
9,12,1,47.101305063002656
9,12,2,47.07665819599788
9,12,3,47.072889975999715
9,12,4,46.985187496000435
9,12,5,47.05716540499998
9,12,6,47.01977620999969
9,12,7,47.021066663000965
9,12,8,47.03124613000182
9,12,9,47.07176177400106
9,13,1,50.91541872400194
9,13,2,50.93551972299974
9,13,3,50.907138089998625
9,13,4,50.88771819500107
9,13,5,50.905737539000256
9,13,6,50.930392114001734
9,13,7,50.91192724400025
9,13,8,50.85763797099935
9,13,9,50.910026612000365
9,14,1,54.840215645999706
9,14,2,54.76272747599796
9,14,3,54.81442404500194
9,14,4,54.78382767700168
9,14,5,54.75749722800174
9,14,6,54.73896673600029
9,14,7,54.79057803900287
9,14,8,54.80337614000018
9,14,9,54.698256625000795
9,15,1,58.6915480280004
9,15,2,58.78266232600072
9,15,3,58.64664322200042
9,15,4,58.73499359299967
9,15,5,59.14550854499976
9,15,6,58.80385200100136
9,15,7,59.71156387999872
9,15,8,58.468539670997416
9,15,9,58.72897061200274
10,1,1,4.47762734799835
10,1,2,4.461420759998873
10,1,3,4.448750930998358
10,1,4,4.3806237270000565
10,1,5,4.369482915997651
10,1,6,4.355940321998787
10,1,7,4.360389166002278
10,1,8,4.357288112001697
10,1,9,4.359261860998231
10,2,1,8.722291907000908
10,2,2,8.789159446001577
10,2,3,8.724501541997597
10,2,4,8.690092423999886
10,2,5,8.72054807299719
10,2,6,8.688691920000565
10,2,7,8.73248476200024
10,2,8,8.694943962000252
10,2,9,8.727032376002171
10,3,1,13.031244145000528
10,3,2,13.067433169999276
10,3,3,13.044115215001511
10,3,4,13.05541876800271
10,3,5,13.076665625001624
10,3,6,13.06894967399785
10,3,7,13.056028025999694
10,3,8,13.075737197003036
10,3,9,13.068185062998964
10,4,1,17.378365759999724
10,4,2,17.391654527000355
10,4,3,17.380090967999422
10,4,4,17.406445396998606
10,4,5,17.39673745700202
10,4,6,17.37202065100064
10,4,7,17.397414290000597
10,4,8,17.507518007998442
10,4,9,17.382584379000036
10,5,1,21.718569333999767
10,5,2,21.713883278996946
10,5,3,21.68223510199823
10,5,4,21.681691571000556
10,5,5,21.70164775199737
10,5,6,21.695226444000582
10,5,7,21.716227627999615
10,5,8,21.67278956899827
10,5,9,21.668213335000473
10,6,1,26.083779985001456
10,6,2,26.022484525001346
10,6,3,26.00232643900017
10,6,4,26.017263182002353
10,6,5,25.98747447000278
10,6,6,26.043693761999748
10,6,7,26.02665848900142
10,6,8,26.05374907499936
10,6,9,26.02858066800036
10,7,1,30.351599195000745
10,7,2,30.343297728002653
10,7,3,30.317465684001945
10,7,4,30.331327413001418
10,7,5,30.32398043699868
10,7,6,30.375495905002026
10,7,7,30.341716630002338
10,7,8,30.3386129970022
10,7,9,30.334839883002132
10,8,1,34.69126007399973
10,8,2,34.61573833999864
10,8,3,34.684204716999375
10,8,4,34.642179573998874
10,8,5,34.71589236300133
10,8,6,34.67120051999882
10,8,7,34.63022515799821
10,8,8,34.71724421399995
10,8,9,34.63788489000217
10,9,1,39.00650453799972
10,9,2,38.972886982999626
10,9,3,39.00346505499692
10,9,4,39.05303917499987
10,9,5,38.990731144000165
10,9,6,39.00411340500068
10,9,7,38.9557979759993
10,9,8,39.036429692998354
10,9,9,39.00935624400154
10,10,1,43.39571938800145
10,10,2,43.3510479079996
10,10,3,43.326400450998335
10,10,4,43.32811824500095
10,10,5,43.3005846369997
10,10,6,43.378369894999196
10,10,7,43.29354900999897
10,10,8,43.30449955199947
10,10,9,43.3413258569999
10,11,1,47.69170862300234
10,11,2,47.67866522899931
10,11,3,47.67605950200232
10,11,4,47.72287152100034
10,11,5,47.670668259001104
10,11,6,47.721277497999836
10,11,7,47.710507644002064
10,11,8,47.761236231999646
10,11,9,47.66341809699952
10,12,1,52.09320192599989
10,12,2,52.03362594999999
10,12,3,52.08493471800102
10,12,4,52.0016616890025
10,12,5,52.03354823600239
10,12,6,51.997716911999305
10,12,7,51.9479011350013
10,12,8,51.976537700000335
10,12,9,52.03805880299842
10,13,1,56.289649470003496
10,13,2,56.41390545699687
10,13,3,56.60748600899751
10,13,4,56.33098565800174
10,13,5,56.3334602870018
10,13,6,56.319745320997754
10,13,7,56.3697492479987
10,13,8,56.35499695100225
10,13,9,56.31320689399945
10,14,1,60.69585864500186
10,14,2,60.64470639499996
10,14,3,60.70659351799986
10,14,4,60.71740817599857
10,14,5,60.74945920499886
10,14,6,60.89762330600206
10,14,7,60.63317737200123
10,14,8,60.62197991699941
10,14,9,60.623712551998324
10,15,1,65.02364157899865
10,15,2,64.98731980999946
10,15,3,64.94797216200095
10,15,4,64.89892903500004
10,15,5,64.9502898890023
10,15,6,64.9974703020016
10,15,7,64.91497952999998
10,15,8,64.88476148900008
10,15,9,64.91506121600105
11,1,1,4.815061424997111
11,1,2,4.805861879998702
11,1,3,4.7709797819989035
11,1,4,4.806304662000912
11,1,5,4.807790697999735
11,1,6,4.794168410000566
11,1,7,4.80603057999906
11,1,8,4.812071624000964
11,1,9,4.777947523998591
11,2,1,9.59672846399917
11,2,2,9.565204406000703
11,2,3,9.588916119002533
11,2,4,9.569869926999672
11,2,5,9.594954350999615
11,2,6,9.565545683999517
11,2,7,9.606889615999535
11,2,8,9.557213537002099
11,2,9,9.612373456999194
11,3,1,14.317163527000957
11,3,2,14.33507322999867
11,3,3,14.346786210000573
11,3,4,14.36499931599974
11,3,5,14.363761879001686
11,3,6,14.38490231400283
11,3,7,14.329605798000557
11,3,8,14.363740843000414
11,3,9,14.441490017001342
11,4,1,19.1552605700017
11,4,2,19.14514285399855
11,4,3,19.12982118900254
11,4,4,19.15047183199931
11,4,5,19.13363460600158
11,4,6,19.12794765400031
11,4,7,19.126538283999253
11,4,8,19.14940690900039
11,4,9,19.15117737699984
11,5,1,23.883314685997902
11,5,2,23.921841766998114
11,5,3,23.913277217998257
11,5,4,23.90574690699941
11,5,5,23.897938426998735
11,5,6,23.899404556999798
11,5,7,23.90995515599934
11,5,8,23.869475577997946
11,5,9,23.860592143002577
11,6,1,28.65313100500134
11,6,2,28.621000236002146
11,6,3,28.6718370210001
11,6,4,28.605639190001966
11,6,5,28.626823710997996
11,6,6,28.626183511001727
11,6,7,28.6542289780009
11,6,8,28.630404883002484
11,6,9,28.643409066997265
11,7,1,33.39511329999732
11,7,2,33.399353819997486
11,7,3,33.36925998999868
11,7,4,33.51823633899767
11,7,5,33.37622548099898
11,7,6,33.41255954399821
11,7,7,33.36066838699844
11,7,8,33.408521262997965
11,7,9,33.40076005999799
11,8,1,38.16995497899916
11,8,2,38.203900656997575
11,8,3,38.15824934400007
11,8,4,38.1731240040026
11,8,5,38.17364927499875
11,8,6,38.19150174900278
11,8,7,38.19948963299976
11,8,8,38.16390037900055
11,8,9,38.19078649600124
11,9,1,42.947594203000335
11,9,2,42.970465082999
11,9,3,42.92923933400016
11,9,4,43.00785328300117
11,9,5,42.97097616500105
11,9,6,42.9179025730009
11,9,7,42.939605512001435
11,9,8,42.940359612002794
11,9,9,42.976816646998486
11,10,1,47.71812124400094
11,10,2,47.70731364299718
11,10,3,47.79704279699945
11,10,4,47.671693870001036
11,10,5,47.73908219199802
11,10,6,47.67450714300139
11,10,7,47.67095564400006
11,10,8,47.71139803400001
11,10,9,47.68806373600091
11,11,1,52.46936957899743
11,11,2,52.49764582999342
11,11,3,52.574750854997546
11,11,4,52.52639977200306
11,11,5,52.50858343899745
11,11,6,52.494999015005305
11,11,7,52.44516625600227
11,11,8,52.45779117199709
11,11,9,52.51576211200154
11,12,1,57.305012810000335
11,12,2,57.29700813499949
11,12,3,57.287439501000335
11,12,4,57.32313890999649
11,12,5,57.31218004299444
11,12,6,57.32971606699721
11,12,7,57.23251729799813
11,12,8,57.271585246999166
11,12,9,57.26801409499603
11,13,1,62.04924251400371
11,13,2,62.05220942799497
11,13,3,62.00769659100479
11,13,4,62.03980808999768
11,13,5,62.11197400899982
11,13,6,62.076658893995045
11,13,7,62.06353689200478
11,13,8,62.0053565660055
11,13,9,62.162041482995846
11,14,1,66.79051974599861
11,14,2,66.75844725200295
11,14,3,66.74866819800081
11,14,4,66.81305284099653
11,14,5,66.69723978899856
11,14,6,66.65445696999814
11,14,7,66.70742619799421
11,14,8,66.77602834600111
11,14,9,66.71417875499901
11,15,1,71.5817915209991
11,15,2,71.4970841730028
11,15,3,71.49057341899606
11,15,4,71.49065626299853
11,15,5,71.48469439800101
11,15,6,71.84849613199913
11,15,7,71.78843499399954
11,15,8,71.4833177699984
11,15,9,71.52687622100348
12,1,1,5.25088142700406
12,1,2,5.24820276000537
12,1,3,5.22980472400377
12,1,4,5.240906016995723
12,1,5,5.245027413999196
12,1,6,5.222463218000485
12,1,7,5.233155683999939
12,1,8,5.23903938800504
12,1,9,5.219178751998697
12,2,1,10.456999428999552
12,2,2,10.42764403399633
12,2,3,10.451178963994607
12,2,4,10.416496770005324
12,2,5,10.478147458001331
12,2,6,10.418364687000576
12,2,7,10.459979443003249
12,2,8,10.411351319999085
12,2,9,10.451561786998354
12,3,1,15.626840248005465
12,3,2,15.656265845005692
12,3,3,15.667486348000239
12,3,4,15.669780493997678
12,3,5,15.654338560001634
12,3,6,15.665882843000873
12,3,7,15.673372655001003
12,3,8,15.65075258899742
12,3,9,15.655789121999987
12,4,1,20.853127401001984
12,4,2,20.88732876299764
12,4,3,20.86496913600422
12,4,4,20.876701934997982
12,4,5,20.836227327003144
12,4,6,20.90260123900225
12,4,7,20.885613409001962
12,4,8,20.877080591002596
12,4,9,20.871319767000386
12,5,1,26.07094110199978
12,5,2,26.12154883599578
12,5,3,26.050109903000703
12,5,4,26.039811207003368
12,5,5,26.090987659001257
12,5,6,26.084722142993996
12,5,7,26.097002376998716
12,5,8,26.10216989000037
12,5,9,26.100805467998725
12,6,1,31.311375207005767
12,6,2,31.299648225001874
12,6,3,31.28278420800052
12,6,4,31.26485473899811
12,6,5,31.28650579000532
12,6,6,31.24049967800238
12,6,7,31.244082725002954
12,6,8,31.245023153998773
12,6,9,31.24066448600206
12,7,1,36.47357545599516
12,7,2,36.446098571999755
12,7,3,36.43534518399974
12,7,4,36.44431165700371
12,7,5,36.430196133995196
12,7,6,36.442539785995905
12,7,7,36.43179152200173
12,7,8,36.418410531005065
12,7,9,36.44464888600487
12,8,1,41.58224353499827
12,8,2,41.58498285400128
12,8,3,41.57804941500217
12,8,4,41.58378384500247
12,8,5,41.583464543000446
12,8,6,41.61773126100161
12,8,7,41.63502176700422
12,8,8,41.546233122004196
12,8,9,41.63409526000032
12,9,1,46.800298913993174
12,9,2,46.85163161299715
12,9,3,46.831696252003894
12,9,4,46.85505368199665
12,9,5,46.82289029600361
12,9,6,46.78914324699872
12,9,7,46.78952545500215
12,9,8,46.76109686400014
12,9,9,46.77736441900197
12,10,1,51.96201074500277
12,10,2,51.94262516999879
12,10,3,51.96957628000382
12,10,4,52.036963418002415
12,10,5,51.99034350299917
12,10,6,52.03971969200211
12,10,7,52.06201585900271
12,10,8,52.0569066379976
12,10,9,52.04392219399597
12,11,1,57.266866612997546
12,11,2,57.16362226199999
12,11,3,57.1900048489988
12,11,4,57.27731724000478
12,11,5,57.19704769999953
12,11,6,57.13250369900197
12,11,7,57.17651729299541
12,11,8,57.24408538999705
12,11,9,57.17514482900151
12,12,1,62.42369660099939
12,12,2,62.392756481000106
12,12,3,62.431848888001696
12,12,4,62.34658896300243
12,12,5,62.38779899899964
12,12,6,62.340301766002085
12,12,7,62.33998463900207
12,12,8,62.32462285699876
12,12,9,62.31357193099393
12,13,1,67.52212766899902
12,13,2,67.46046316200227
12,13,3,67.41484449300333
12,13,4,67.47501063299569
12,13,5,67.49785825800063
12,13,6,67.50791529999697
12,13,7,67.61306932400475
12,13,8,67.48972115699871
12,13,9,67.50265510999452
12,14,1,72.76535750399489
12,14,2,72.70601182300015
12,14,3,72.71183367200138
12,14,4,72.75290546999895
12,14,5,72.81563946700044
12,14,6,72.76690749899717
12,14,7,72.7211095560051
12,14,8,72.79008766199695
12,14,9,72.67923279399838
12,15,1,77.88117627499742
12,15,2,77.84845194900117
12,15,3,77.84195841099427
12,15,4,77.90821375900123
12,15,5,77.95413568500226
12,15,6,77.9854742749958
12,15,7,77.91649231499468
12,15,8,77.783698018
12,15,9,77.81060705999698
13,1,1,5.666697503002069
13,1,2,5.652618921994872
13,1,3,5.667409506000695
13,1,4,5.660082702001091
13,1,5,5.654239289004181
13,1,6,5.657189745004871
13,1,7,5.6588390990000335
13,1,8,5.657758139001089
13,1,9,5.651844476997212
13,2,1,11.266250291999313
13,2,2,11.280319903002237
13,2,3,11.321799047997047
13,2,4,11.318809215001238
13,2,5,11.319037629997183
13,2,6,11.315243614000792
13,2,7,11.315976300997136
13,2,8,11.328935899000498
13,2,9,11.332458092001616
13,3,1,16.928957290001563
13,3,2,16.931344046999584
13,3,3,16.956441848000395
13,3,4,16.945738800997788
13,3,5,16.935174662001373
13,3,6,16.926469498997903
13,3,7,16.95905079500517
13,3,8,17.01880092400097
13,3,9,16.94738314600545
13,4,1,22.61761342999671
13,4,2,22.593136209005024
13,4,3,22.600383996003075
13,4,4,22.609228416004044
13,4,5,22.561106966000807
13,4,6,22.569101519002288
13,4,7,22.58015938400058
13,4,8,22.589638309000293
13,4,9,22.59611073799897
13,5,1,28.196108443000412
13,5,2,28.21592228300142
13,5,3,28.217125044000568
13,5,4,28.21646999299992
13,5,5,28.199418196003535
13,5,6,28.172773087004316
13,5,7,28.220908326002245
13,5,8,28.15224311399652
13,5,9,28.187794145000225
13,6,1,33.83179968300101
13,6,2,33.80481535799481
13,6,3,33.80838806900283
13,6,4,33.80009759499808
13,6,5,33.81270023800607
13,6,6,33.778469475997554
13,6,7,33.77990442999726
13,6,8,33.78848969699902
13,6,9,33.779870723003114
13,7,1,39.43913305699971
13,7,2,39.4465844189981
13,7,3,39.44747615399683
13,7,4,39.45775440300349
13,7,5,39.44662980800058
13,7,6,39.43820574100391
13,7,7,39.41726684700552
13,7,8,39.43718495399662
13,7,9,39.44380714699946
13,8,1,45.06545424900105
13,8,2,45.02282598900638
13,8,3,45.01951138000004
13,8,4,45.07249993900041
13,8,5,45.06197103500017
13,8,6,45.03396314099518
13,8,7,45.03458252000564
13,8,8,45.029810704996635
13,8,9,45.049881768005434
13,9,1,50.71868653999991
13,9,2,50.65879251100705
13,9,3,50.68575376099761
13,9,4,50.642034001000866
13,9,5,50.65439381299802
13,9,6,50.69541981499788
13,9,7,50.655139167000016
13,9,8,50.6202152689948
13,9,9,50.70178355000098
13,10,1,56.34537917799753
13,10,2,56.355245988001116
13,10,3,56.30819606399746
13,10,4,56.29467997699976
13,10,5,56.2672142320007
13,10,6,56.31930722099787
13,10,7,56.32962097699783
13,10,8,56.29532749999635
13,10,9,56.26499805999629
13,11,1,62.010940289001155
13,11,2,61.862955589000194
13,11,3,61.8315832599983
13,11,4,61.93358686499414
13,11,5,62.0476485590043
13,11,6,62.04107237300195
13,11,7,62.06173722800304
13,11,8,62.023855079001805
13,11,9,61.99818156800029
13,12,1,67.68091093900148
13,12,2,67.70170356000017
13,12,3,67.68338693999976
13,12,4,67.66862386499997
13,12,5,67.68829106700287
13,12,6,67.71038158099691
13,12,7,67.71992583500105
13,12,8,67.83650904700335
13,12,9,67.73223804999725
13,13,1,73.38598135700158
13,13,2,73.35867000199505
13,13,3,73.2800478049976
13,13,4,73.27281081800174
13,13,5,73.28389134499594
13,13,6,73.27260962599394
13,13,7,73.32034232700244
13,13,8,73.31988497100247
13,13,9,73.24157354199997
13,14,1,78.94170558300539
13,14,2,78.92930095399788
13,14,3,78.90576134200091
13,14,4,78.91465813999821
13,14,5,79.12804274899827
13,14,6,78.93158619799942
13,14,7,81.59104889300215
13,14,8,79.15765137300332
13,14,9,78.9174087509964
13,15,1,84.61310381899966
13,15,2,84.60403048899752
13,15,3,84.57853482200153
13,15,4,84.53607781299797
13,15,5,84.60313369100186
13,15,6,84.57607024300523
13,15,7,84.48708003699721
13,15,8,84.39902619200438
13,15,9,84.38631650400202
